65.9521 	EXP 	TargetWord: autoDraw = False
65.9521 	EXP 	Fixation: autoDraw = True
70.5366 	EXP 	New trial (rep=0, index=5): OrderedDict([('Cue', 'VETRAM'), ('Target', 'SEIPEN')])
70.5574 	EXP 	Fixation: autoDraw = False
70.5574 	EXP 	Fixation: autoDraw = False
70.5574 	EXP 	CueWord: text = 'VETRAM'
70.5574 	EXP 	TargetWord: text = 'SEIPEN'
70.5574 	EXP 	Target_Background: autoDraw = True
70.5574 	EXP 	Cue_Background: autoDraw = True
70.5574 	EXP 	CueWord: autoDraw = True
70.5574 	EXP 	TargetWord: autoDraw = True
73.5691 	EXP 	Target_Background: autoDraw = False
73.5691 	EXP 	Cue_Background: autoDraw = False
73.5691 	EXP 	CueWord: autoDraw = False
73.5691 	EXP 	TargetWord: autoDraw = False
73.5691 	EXP 	Fixation: autoDraw = True
77.6691 	EXP 	Fixation: autoDraw = False
77.6691 	EXP 	Fixation: autoDraw = False
77.6691 	EXP 	CueWord: text = 'VETRAM'
77.6691 	EXP 	TargetWord: text = 'SEIPEN'
77.6691 	EXP 	Target_Background: autoDraw = True
77.6691 	EXP 	Cue_Background: autoDraw = True
77.6691 	EXP 	CueWord: autoDraw = True
77.6691 	EXP 	TargetWord: autoDraw = True
80.6690 	EXP 	Target_Background: autoDraw = False
80.6690 	EXP 	Cue_Background: autoDraw = False
80.6690 	EXP 	CueWord: autoDraw = False
80.6690 	EXP 	TargetWord: autoDraw = False
80.6690 	EXP 	Target_Background: autoDraw = False
80.6690 	EXP 	Cue_Background: autoDraw = False
80.6690 	EXP 	CueWord: autoDraw = False
80.6690 	EXP 	TargetWord: autoDraw = False
80.6690 	EXP 	Fixation: autoDraw = True
82.5690 	EXP 	Fixation: autoDraw = False
82.5690 	EXP 	Fixation: autoDraw = False
82.5690 	EXP 	TextEnde: autoDraw = True
84.5686 	EXP 	TextEnde: autoDraw = False
84.5686 	EXP 	TextEnde: autoDraw = False
84.8555 	EXP 	window1: mouseVisible = True
